	title	authors	average_rating	isbn	isbn13	language_code	  num_pages	ratings_count	publication_date	publisher
1612	What Do You Care What Other People Think?	Richard P. Feynman	4.27	0393320928	9780393320923.0	eng	256.0	15700.0	1/11/2001	W.W. Norton & Company
1613	Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman	Richard P. Feynman/Michelle Feynman	4.25	0738206369	9780738206363.0	en-US	512.0	1874.0	4/5/2005	Basic Books
1614	QED: The Strange Theory of Light and Matter	Richard P. Feynman	4.24	0691024170	9780691024172.0	eng	158.0	13463.0	10/21/1988	Princeton University Press
1616	iWoz	Steve Wozniak/Gina Smith	3.87	0393061434	9780393061437.0	en-GB	313.0	3536.0	9/17/2006	W. W. Norton  Company
1617	Cradle to Cradle: Remaking the Way We Make Things	William McDonough/Michael Braungart	4.11	0865475873	9780865475878.0	eng	193.0	9017.0	4/22/2002	North Point Press
1618	Cradle and All	James Patterson	3.86	0446609404	9780446609401.0	eng	384.0	27869.0	2/1/2001	Vision
1619	The Creation of the American Republic  1776-1787	Gordon S. Wood	4.12	0807847232	9780807847237.0	eng	675.0	1792.0	4/6/1998	Omohundro Institute and University of North Carolina Press
1620	Power  Faith  and Fantasy: America in the Middle East 1776 to the Present	Michael B. Oren	3.98	0393058263	9780393058260.0	eng	832.0	1510.0	1/16/2007	W. W. Norton  Company
1621	Problems of the Self: Philosophical Papers 1956 1972	Bernard Williams	3.97	0521290600	9780521290609.0	en-US	276.0	57.0	3/25/1976	Cambridge University Press
1622	Moral Luck: Philosophical Papers 1973-1980	Bernard Williams	4.09	0521286913	9780521286916.0	eng	188.0	114.0	3/12/1981	Cambridge University Press
1623	Ethics and the Limits of Philosophy	Bernard Williams	4.06	067426858X	9780674268586.0	en-US	230.0	556.0	3/15/1986	Harvard University Press
1624	On Rhetoric and Language: Four Key Dialogues	Jean Nienkamp	4.2	1880393336	9781880393338.0	eng	232.0	10.0	7/1/1999	Routledge
1625	The Norton Anthology of Modern and Contemporary Poetry	Jahan Ramazani/Richard Ellmann/Robert O'Clair	4.23	039332429X	9780393324297.0	eng	1136.0	286.0	4/17/2003	W. W. Norton  Company
1626	The Elephant War	Gillian Avery	3.67	1903252040	9781903252048.0	eng	256.0	19.0	10/1/2000	Jane Nissen Books
1627	The Wind in the Willows	Kenneth Grahame/Gillian Avery	3.99	0143039091	9780143039099.0	eng	197.0	147748.0	10/27/2005	Penguin Books
1628	The Everyman Anthology of Poetry for Children	Gillian Avery/Everyman's Library/Thomas Benwick	4.14	0679436340	9780679436348.0	eng	379.0	22.0	9/27/1994	Everyman's Library
1629	Holiday Romance and Other Writings for Children	Charles Dickens	3.32	0460876015	9780460876018.0	eng	368.0	8.0	5/1/1995	Everyman Paperback Classics
1630	Ideas Have Consequences	Richard M. Weaver	4.16	0226876802	9780226876801.0	eng	198.0	970.0	9/28/1984	University Of Chicago Press
1631	The Ethics of Rhetoric	Richard M. Weaver	4.14	0961180021	9780961180027.0	eng	240.0	65.0	11/3/1995	Routledge
1632	Manliness	Harvey Mansfield	3.39	0300106645	9780300106640.0	eng	304.0	177.0	3/11/2006	Yale University Press
1633	Anna Karenina	Leo Tolstoy/Richard Pevear/Larissa Volokhonsky	4.05	0142000272	9780142000274.0	en-US	838.0	2415.0	12/1/2001	Penguin Books
1634	The Brothers Karamazov	Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky	4.32	0099922800	9780099922803.0	eng	796.0	443.0	1/16/1992	Vintage Classics
1635	Selected Stories of Anton Chekhov	Anton Chekhov/Richard Pevear/Larissa Volokhonsky	4.35	0553381008	9780553381009.0	eng	467.0	27027.0	10/31/2000	Modern Library
1636	Mother Maria Skobtsova: Essential Writings	Maria Skobtsova/Richard Pevear	4.31	1570754365	9781570754364.0	eng	192.0	62.0	10/1/2002	Orbis Books
1637	What is Art?	Leo Tolstoy/Richard Pevear/Larissa Volokhonsky	3.72	0140446427	9780140446425.0	eng	230.0	127.0	8/31/1995	Penguin Classics
1638	The Complete Short Novels	Anton Chekhov/Richard Pevear/Larissa Volokhonsky	4.47	140003292X	9781400032921.0	eng	548.0	10580.0	8/18/2005	Vintage Classics
1639	The Double and The Gambler	Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky	4.16	0375719016	9780375719011.0	eng	344.0	2486.0	1/16/2007	Vintage Classics
1640	The Adolescent	Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky	3.94	0375719008	9780375719004.0	eng	647.0	3568.0	12/7/2004	Vintage
1641	If I Die in a Combat Zone	Tim O'Brien	3.95	0007162995	9780007162994.0	eng	208.0	11.0	4/7/2003	Flamingo
1642	If I Die In A Combat Zone	Tim O'Brien	3.95	0586087990	9780586087992.0	eng	208.0	53.0	4/24/1995	Flamingo
1643	Rainbow Six (John Clark  #2; Jack Ryan Universe  #10)	Tom Clancy/David Dukes	4.09	0425170349	9780425170342.0	eng	912.0	40815.0	9/1/1999	Berkley Books;;
1644	Child of War  Woman of Peace	Le Ly Hayslip/James Hayslip/Jenny Wurts	3.8	0385471475	9780385471473.0	eng	388.0	186.0	12/1/1993	Anchor
1645	When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace	Le Ly Hayslip/Jay Wurts	4.12	0452271681	9780452271685.0	eng	400.0	2593.0	11/1/1993	Plume
1646	Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement	Craig Scharlin/Lilia V. Villanueva	4.22	0295979844	9780295979847.0	en-US	208.0	86.0	6/1/2000	University of Washington Press
1647	Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South	Anne Moody	4.13	0385337817	9780385337816.0	eng	424.0	7072.0	2/3/2004	Delta
1648	I'm Too Young To Be Seventy	Judith Viorst/Laura Gibson	3.93	0743267745	9780743267748.0	en-US	64.0	237.0	10/12/2005	Simon  Schuster
1649	Seventy-Seven Clocks (Bryant & May #3)	Christopher Fowler	3.89	0553587153	9780553587159.0	eng	496.0	2095.0	11/29/2005	Bantam Books
1650	The Blank Slate: The Modern Denial of Human Nature	Steven Pinker	4.08	0142003344	9780142003343.0	eng	528.0	18793.0	8/26/2003	Penguin Books
1651	The Language Instinct: How the Mind Creates Language	Steven Pinker	4.03	0060958332	9780060958336.0	eng	448.0	15441.0	11/7/2000	Harper Perennial Modern Classics
1652	Learnability and Cognition: The Acquisition of Argument Structure	Steven Pinker/Jacques A. Mehler	3.75	0262660733	9780262660730.0	eng	432.0	50.0	8/28/1991	Bradford Book
1653	Fight Club	Chuck Palahniuk	4.19	0393327345	9780393327342.0	eng	218.0	388782.0	10/17/2005	W.W. Norton & Company (NYC)
1654	BSD Hacks	Lavigne	3.8	0596006799	9780596006792.0	en-US	450.0	42.0	5/31/2004	O'Reilly Media
1655	The Design and Implementation of the 4.3BSD UNIX Operating System	Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels	4.26	0201061961	9780201061963.0	eng	471.0	27.0	6/1/1989	Addison Wesley Publishing Company
1656	Choke	Stuart Woods	3.84	0061094226	9780061094224.0	eng	352.0	2288.0	9/12/1996	HarperTorch
1657	Choke Point: A Brinker Mystery (Brinker P.I.)	James C. Mitchell	3.22	0312315325	9780312315320.0	eng	272.0	3.0	10/5/2004	St. Martin's Minotaur
1658	The Aleph and Other Stories	Jorge Luis Borges/Andrew Hurley	4.38	0142437883	9780142437889.0	eng	210.0	20259.0	7/27/2004	Penguin Classics
1659	El Aleph	Jorge Luis Borges	4.38	9500425998	9789500425995.0	spa	253.0	146.0	9/1/2007	Planeta Publishing
1660	Vanity Fair	William Makepeace Thackeray/John Carey	3.79	0141439831	9780141439839.0	eng	867.0	102877.0	1/30/2003	Penguin Books
1661	Vanity Fair	William Makepeace Thackeray/Nicholas Dames	3.79	1593080719	9781593080716.0	eng	696.0	553.0	11/1/2003	Barnes  Noble Classics
1662	Vanity Fair	William Makepeace Thackeray	3.79	0140620850	9780140620856.0	eng	672.0	296.0	10/3/1998	Penguin Books
1663	V for Vendetta	Alan Moore/David   Lloyd	4.25	1401207928	9781401207922.0	eng	296.0	234954.0	11/1/2005	Vertigo
1665	Girl in the Shadows (Shadows  #2)	V.C. Andrews	3.81	1416500529	9781416500520.0	en-US	400.0	5.0	3/7/2006	Pocket Books
1666	V for Vendetta	Steve Moore/Lilly Wachowski/Lana Wachowski/Alan Moore	4.15	1416516999	9781416516996.0	eng	358.0	2980.0	3/1/2006	Pocket Star Books
1667	Heaven (Casteel  #1)	V.C. Andrews	4.03	0671010050	9780671010058.0	eng	464.0	13.0	4/1/1997	Pocket Books
1668	Slow Learner: Early Stories	Thomas Pynchon	3.5	0099532514	9780099532514.0	eng	208.0	3169.0	2/16/1995	Vintage Classics
1669	A Gravity's Rainbow Companion: Sources and Contexts for Pynchon's Novel	Steven Weisenburger	4.01	0820328073	9780820328072.0	eng	424.0	152.0	11/1/2006	University of Georgia Press
1670	Casino Royale	Ian Fleming	3.73	0141187581	9780141187587.0	eng	181.0	371.0	6/3/2004	Penguin Books  Limited (UK)
1671	Casino Royale	Anthony Hern/Ian Fleming/Henry Gammidge/John McLusky	3.7	1840238437	9781840238433.0	eng	96.0	110.0	6/1/2005	Titan Books
1672	Bel Canto	Ann Patchett	3.93	0060838728	9780060838720.0	eng	352.0	218195.0	8/2/2005	Harper Perennial
1673	Guerilla Film Makers Movie Blueprint	Chris          Jones/Jonathan Newman/Cara Williams	4.2	0826414532	9780826414533.0	eng	608.0	50.0	6/20/2003	Bloomsbury Academic
1674	Mini-Manual of the Urban Guerrilla	Carlos Marighella	3.31	1894925025	9781894925020.0	en-US	66.0	127.0	9/9/2002	Abraham Guillen Press
1675	The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice)	Christopher   Duncan	3.13	1590596242	9781590596241.0	en-US	264.0	37.0	2/1/2006	Apress
1676	A Bend in the River	V.S. Naipaul	3.77	0330487140	9780330487146.0	eng	326.0	13147.0	5/10/2002	Picador USA
1677	The Middle Passage	V.S. Naipaul	3.61	0375708340	9780375708343.0	en-US	256.0	461.0	1/8/2002	Vintage
1678	Magic Seeds	V.S. Naipaul	3.13	0375707271	9780375707278.0	eng	280.0	715.0	11/8/2005	Vintage
1679	Half a Life	V.S. Naipaul	3.25	037570728X	9780375707285.0	eng	224.0	3078.0	4/23/2009	Vintage International
1680	North of South: An African Journey	Shiva Naipaul	3.89	0140188266	9780140188264.0	eng	352.0	279.0	9/26/1996	Penguin Classics
1681	V.S. Naipaul	Bruce Alvin King	2.0	1403904561	9781403904560.0	eng	240.0	0.0	10/10/2003	Palgrave Macmillan
1683	Regeneration (Species Imperative  #3)	Julie E. Czerneda	4.13	0756403456	9780756403454.0	en-US	543.0	54.0	5/2/2006	DAW Hardcover
1684	The Regeneration Trilogy (Regeneration  #1-3)	Pat Barker	4.38	0670869295	9780670869299.0	eng	592.0	1588.0	1/1/1996	Viking Books
1685	The Sparrow (The Sparrow  #1)	Mary Doria Russell	4.16	0552997773	9780552997775.0	eng	506.0	664.0	11/1/1997	Black Swan
1686	The Age of Bronze (Pirates of the Caribbean: Jack Sparrow  #5)	Rob Kidd/Walt Disney Company	4.05	1423101685	9781423101680.0	eng	144.0	548.0	12/1/2006	Disney Press
1688	The Pirate Chase (Pirates of the Caribbean: Jack Sparrow  #3)	Rob Kidd/Walt Disney Company	3.89	1423100204	9781423100201.0	eng	119.0	730.0	8/1/2006	Disney Press
1689	The Siren Song (Pirates of the Caribbean: Jack Sparrow  #2)	Rob Kidd/Jean-Paul Orpinas	3.86	1423100190	9781423100195.0	eng	123.0	859.0	6/1/2006	Disney Press
1690	The Coming Storm (Pirates of the Caribbean: Jack Sparrow  #1)	Rob Kidd/Jean-Paul Orpinas	3.83	1423100182	9781423100188.0	en-US	135.0	1414.0	6/1/2006	Disney Press
1691	The Woman in White	Wilkie Collins/Matthew Sweet	4.0	0141439610	9780141439617.0	eng	672.0	108060.0	2/27/2003	Penguin Classics
1692	The Woman in White	Wilkie Collins	4.0	0486440966	9780486440965.0	eng	504.0	136.0	4/15/2005	Dover Publications
1693	The Woman in White	Wilkie Collins/Maria K. Bachman/Don Richard Cox	4.0	1551116448	9781551116440.0	eng	696.0	122.0	4/20/2006	Broadview Press Inc
1694	The Woman in White	Wilkie Collins/Camille Cauti	4.0	1593082800	9781593082802.0	eng	635.0	624.0	4/25/2005	Barnes  Noble Classics
1695	The Lord of the Rings (The Lord of the Rings  #1-3)	J.R.R. Tolkien	4.5	0007136587	9780007136582.0	eng	1200.0	682.0	9/16/2002	Not Avail
1696	The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States	National Commission on Terrorist Attacks Upon The United States	3.6	0393060411	9780393060416.0	eng	624.0	146.0	10/17/2004	W. W. Norton  Company
1697	The Hobbit  or There and Back Again	J.R.R. Tolkien	4.27	0618260307	9780618260300.0	eng	366.0	2530894.0	8/15/2002	Houghton Mifflin
1698	The Annotated Hobbit	J.R.R. Tolkien/Douglas A. Anderson	4.27	0007137273	9780007137275.0	eng	411.0	121.0	4/7/2003	HarperCollins
1699	Poems From The Hobbit	J.R.R. Tolkien	4.3	0618009345	9780618009343.0	eng	57.0	169.0	12/13/1999	Houghton Mifflin Harcourt
1700	The Hobbit: Or There and Back Again	J.R.R. Tolkien	4.27	1594130051	9781594130052.0	eng	481.0	276.0	9/1/2003	Large Print Press
1701	The Hobbit	J.R.R. Tolkien	4.27	0261103288	9780261103283.0	eng	277.0	3213.0	9/17/2007	HarperCollins
1702	Ruthless Rhymes for Heartless Homes and More Ruthless Rhymes	Harry Graham/Frank J. Moore/D. Streamer	3.86	0486402185	9780486402185.0	eng	64.0	44.0	6/19/2013	Dover Publications
1703	The Essential Neruda: Selected Poems	Pablo Neruda/Mark Eisner/Lawrence Ferlinghetti/Robert Hass/Stephen Mitchell/Alastair Reid/Forrest Gander/Jack Hirschman/Stephen Kessler/John Felstiner	4.46	0872864286	9780872864283.0	eng	200.0	5149.0	4/1/2004	City Lights Publishers
1706	Love	Pablo Neruda	4.46	0786881488	9780786881482.0	eng	43.0	1333.0	6/16/1995	Miramax Books
1707	Anil's Ghost	Michael Ondaatje	3.57	0375724370	9780375724374.0	eng	311.0	13022.0	4/24/2001	Vintage
1708	Waiting for My Cats to Die: A Memoir	Stacy Horn	3.67	0312287445	9780312287443.0	eng	320.0	177.0	1/17/2002	St. Martin's Griffin
1709	Narcissus and Goldmund	Hermann Hesse/Leila Vennewitz	4.2	0720608724	9780720608724.0	eng	288.0	175.0	6/1/1993	Peter Owen Ltd
1710	Edward Lear's Book of Nonsense: With Lear's Original Illustrations	Edward Lear/Simcha Shtull	3.65	1888297018	9781888297010.0	eng	46.0	71.0	11/1/1995	Maxima New Media
1711	A Sparrow Falls (Courtney #3)	Wilbur Smith	4.19	0312940688	9780312940683.0	eng	640.0	5019.0	1/2/2007	St. Martin's Paperbacks
1712	Providence of a Sparrow: Lessons from a Life Gone to the Birds	Chris Chester	4.33	1400033853	9781400033850.0	eng	304.0	228.0	4/13/2004	Anchor
1713	Sparrow Hawk Red	Ben Mikaelsen	3.79	0786811056	9780786811052.0	eng	185.0	1.0	4/1/1995	Little  Brown Books for Young Readers
1714	The Fall of a Sparrow	Robert Hellenga	3.69	0684850273	9780684850276.0	eng	464.0	824.0	7/6/1999	Scribner
1715	The Bluebird and the Sparrow (Women of the West  #10)	Janette Oke	3.83	0764202537	9780764202537.0	en-US	251.0	78.0	8/1/2006	Bethany House Publishers
1716	Journey of the Sparrows	Fran Leeper Buss/Daisy Cubias	3.69	0142302090	9780142302095.0	eng	160.0	205.0	12/30/2002	Puffin Books
1717	Aleutian Sparrow	Karen Hesse/Evon Zerbetz/Kim McGillivray	3.78	1416903275	9781416903277.0	eng	160.0	710.0	6/1/2005	Margaret K. McElderry Books
1718	An Episode of Sparrows	Rumer Godden	4.21	1590171241	9781590171240.0	en-GB	247.0	900.0	10/31/2004	The New York Review Children's Collection
1719	Li Po and Tu Fu: Poems	Li Bai/Du Fu/Arthur Cooper/Shui Chien-Tung	4.14	0140442723	9780140442724.0	eng	256.0	389.0	4/26/1973	Penguin Classics
1722	Five T'ang Poets	Wang Wei/Li Bai/Li Ho/Li Shang-yin/David        Young	4.3	093244055X	9780932440556.0	eng	184.0	169.0	10/8/1990	Oberlin College Press
1723	The End of Obscenity: The Trials of Lady Chatterley  Tropic of Cancer  and Fanny Hill	Charles Rembar	3.88	0060970618	9780060970611.0	eng	528.0	11.0	12/1/1986	HarperCollins Publishers
1724	Juniper	Monica Furlong	4.16	0394832205	9780394832203.0	eng	198.0	112.0	2/24/2004	Random House Children's Books
1725	The Long Road Back: A Survivor's Guide to Anorexia	Judy Tam Sargent/Sonia Nordenson	3.2	1880823195	9781880823194.0	en-GB	194.0	30.0	10/1/1998	North Star Publications (MA)
1726	The Road Back	Erich Maria Remarque	4.32	1931541744	9781931541749.0	eng	352.0	3146.0	12/1/2001	Simon Publications
1727	Robinson Crusoe	Daniel Defoe/L.J. Swingle	3.67	1593080115	9781593080112.0	eng	312.0	350.0	4/1/2003	Barnes & Noble Classics
1728	Achilles in Vietnam: Combat Trauma and the Undoing of Character	Jonathan Shay	4.25	0684813211	9780684813219.0	en-US	272.0	1130.0	10/1/1995	Scribner
1729	The Work of Mourning	Jacques Derrida/Pascale-Anne Brault/Michael Naas	4.2	0226142817	9780226142814.0	eng	272.0	167.0	9/15/2003	University of Chicago Press
1730	Transform Your Life: A step-by-step programme for change	Diana Cooper	4.0	0749919442	9780749919443.0	eng	176.0	6.0	10/29/1998	Little  Brown Book Group
1731	A Short History of Byzantium	John Julius Norwich	4.09	0679772693	9780679772699.0	eng	496.0	1772.0	12/29/1998	Vintage
1732	The Middle Sea: A History of the Mediterranean	John Julius Norwich	3.85	0701176083	9780701176082.0	eng	588.0	662.0	10/31/2006	Chatto & Windus
1733	A History of Venice	John Julius Norwich	4.2	0679721975	9780679721970.0	eng	673.0	1422.0	6/18/1989	Vintage
1734	The Normans in Sicily: The Normans in the South 1016-1130 and the Kingdom in the Sun 1130-1194	John Julius Norwich	4.34	0140152121	9780140152128.0	eng	816.0	268.0	9/1/2004	Penguin Global
1735	Siddhartha	Hermann Hesse/Susan Bernofsky/Tom Robbins	4.02	0679643362	9780679643364.0	eng	129.0	888.0	7/18/2006	Modern Library
1736	Siddhartha	Hermann Hesse/Joachim Neugroschel/Ralph Freedman	4.02	0142437182	9780142437186.0	eng	132.0	1104.0	12/31/2002	Penguin Books
1737	Siddhartha	Hermann Hesse	4.02	2253008486	9782253008484.0	fre	160.0	590.0	10/31/1975	Le Livre de Poche
1738	The Moonstone	Wilkie Collins/Carolyn G. Heilbrun	3.91	0375757856	9780375757853.0	eng	528.0	59709.0	9/11/2001	Modern Library
1739	The Moonstone	Wilkie Collins	3.91	0140620133	9780140620139.0	en-GB	464.0	349.0	10/24/1998	Penguin Books
1740	The Moonstone	Wilkie Collins/P.D. James	3.91	0192100289	9780192100283.0	eng	576.0	74.0	6/10/1999	Oxford University Press  USA
1741	Ride of the Second Horseman: The Birth and Death of War	Robert L. O'Connell	4.29	0195119207	9780195119206.0	eng	320.0	13.0	10/19/1997	Oxford University Press  USA
1742	Beloved	Toni Morrison	3.83	1400033411	9781400033416.0	eng	324.0	282045.0	6/8/2004	Vintage
1743	Cry  the Beloved Country	Alan Paton	3.9	074326195X	9780743261951.0	eng	316.0	54558.0	11/25/2003	Scribner
1744	Life of the Beloved: Spiritual Living in a Secular World	Henri J.M. Nouwen	4.28	0824519868	9780824519865.0	eng	160.0	7551.0	10/1/2002	Crossroad
1745	Come Away My Beloved	Frances J. Roberts	4.58	1593109156	9781593109158.0	eng	192.0	8.0	10/1/2005	Barbour Books
1746	Israel  My Beloved	Kay Arthur	4.16	0736903704	9780736903707.0	eng	448.0	681.0	3/15/2001	Harvest House Publishers
1747	Beloved Bride: The Letters of Stonewall Jackson to His Wife	Bill Potter/Stephen Lang	4.1	1929241631	9781929241637.0	eng	156.0	137.0	4/10/2003	Vision Forum
1748	The Search for the Beloved: Journeys in Mythology and Sacred Psychology (Inner Workbook)	Jean Houston	3.95	0874778719	9780874778717.0	en-US	272.0	18.0	6/30/1997	TarcherPerigee
1749	Reservation Blues	Sherman Alexie	3.98	0802141900	9780802141903.0	eng	306.0	11163.0	2/7/2005	Grove Press
1750	The Border Trilogy: All the Pretty Horses  The Crossing  Cities of the Plain	Cormac McCarthy	4.44	0375407936	9780375407932.0	eng	1040.0	4589.0	9/28/1999	Everyman's Library
1751	Music & Silence	Rose Tremain	3.95	0743418263	9780743418263.0	eng	485.0	2923.0	5/1/2001	Washington Square Press
1752	The Periodic Table	Primo Levi	4.21	0140296611	9780140296617.0	en-GB	194.0	101.0	1/1/2009	Penguin Group(CA)
1753	Survival in Auschwitz	Primo Levi/Stuart J. Woolf/Philip Roth	4.32	0684826801	9780684826806.0	eng	187.0	29099.0	9/1/1995	Simon  Schuster
1754	The Reawakening	Primo Levi/Stuart J. Woolf	4.29	0684826356	9780684826356.0	eng	230.0	1269.0	12/1/1995	Touchstone
1755	The Drowned and the Saved	Primo Levi	4.4	0349100470	9780349100470.0	eng	170.0	3542.0	2/1/1989	Abacus
1756	The Monkey's Wrench	Primo Levi/William Weaver/Ruth Feldman/Ruth Tenzer Feldman	3.92	0140188924	9780140188929.0	eng	192.0	601.0	7/1/1995	Penguin
1757	Primo Levi: A Life	Ian Thomson	4.11	0312423675	9780312423674.0	eng	640.0	104.0	12/1/2004	Picador
1759	Disgrace	J.M. Coetzee	3.84	0143036378	9780143036371.0	eng	220.0	61545.0	8/30/2005	Penguin Books
1760	Waiting for the Barbarians	J.M. Coetzee	3.94	0140283358	9780140283358.0	eng	152.0	18097.0	10/1/1999	Penguin Books
1761	The Lives of Animals	J.M. Coetzee/Amy Gutmann/Peter Singer/Wendy Doniger/Barbara Smuts/Marjorie Garber	3.69	069107089X	9780691070896.0	eng	136.0	1930.0	5/6/2001	Princeton University Press
1762	Boyhood: Scenes from Provincial Life	J.M. Coetzee	3.79	014026566X	9780140265668.0	eng	166.0	3162.0	9/1/1998	Penguin Books
1763	Youth	J.M. Coetzee	3.79	0142002003	9780142002001.0	eng	176.0	4931.0	10/7/2003	Penguin Books
1764	Age of Iron	J.M. Coetzee	3.84	0140275657	9780140275650.0	eng	198.0	2976.0	9/1/1998	Penguin Books
1765	The Wife (Kristin Lavransdatter  #2)	Sigrid Undset/Tiina Nunnally/Sherrill Harbison	4.15	0141181281	9780141181288.0	eng	402.0	2116.0	11/1/1999	Penguin Classics
1766	Kristin Lavransdatter (Kristin Lavransdatter  #1-3)	Sigrid Undset/Tiina Nunnally/Brad Leithauser	4.28	0143039164	9780143039167.0	eng	1144.0	7210.0	9/27/2005	Penguin Books
1767	The Axe (The Master of Hestviken  #1)	Sigrid Undset/Arthur G. Chater	4.21	0679752730	9780679752738.0	eng	304.0	496.0	11/29/1994	Vintage
1768	The Cross (Kristin Lavransdatter  #3)	Sigrid Undset/Tiina Nunnally/Sherrill Harbison	4.29	0141182350	9780141182353.0	eng	366.0	1803.0	4/1/2000	Penguin Classics
1769	The Wreath (Kristin Lavransdatter  #1)	Sigrid Undset/Tiina Nunnally	4.02	0141180412	9780141180410.0	eng	305.0	3831.0	12/1/1997	Penguin Classics
1770	The Mistress of Husaby (Kristin Lavransdatter  #2)	Sigrid Undset	4.15	0394752937	9780394752938.0	en-US	384.0	167.0	5/12/1987	Vintage
1771	Jenny	Sigrid Undset/Tiina Nunnally	3.79	158642050X	9781586420505.0	eng	330.0	549.0	6/1/1998	Steerforth
1772	The Unknown Sigrid Undset: Jenny and Other Works	Sigrid Undset/Tim Page/Tiina Nunnally/Naomi Walford	4.19	1586420216	9781586420215.0	eng	406.0	48.0	12/31/2001	Steerforth Press
1773	Gunnar's Daughter	Sigrid Undset/Sherrill Harbison/Arthur G. Chater	4.18	014118020X	9780141180205.0	eng	161.0	848.0	4/1/1998	Penguin Classics
1774	The Snake Pit (The Master of Hestviken  #2)	Sigrid Undset/Arthur G. Chater	4.23	0679755543	9780679755548.0	eng	240.0	349.0	11/29/1994	Vintage
1775	The Son Avenger (The Master of Hestviken  #4)	Sigrid Undset	4.4	0679755527	9780679755524.0	en-US	288.0	275.0	6/24/1995	Vintage
1776	An Imaginary Life	David Malouf	3.88	0099273845	9780099273844.0	eng	156.0	1552.0	2/5/1999	Vintage
1777	The Great World	David Malouf	3.88	0099273861	9780099273868.0	eng	336.0	539.0	5/20/1999	Vintage
1779	Birdsong	Sebastian Faulks	4.09	0679776818	9780679776819.0	eng	483.0	57513.0	6/2/1997	Vintage International
1780	The Collected Poems of Wilfred Owen	Wilfred Owen/Cecil Day-Lewis	4.34	0811201325	9780811201322.0	eng	192.0	3151.0	1/17/1965	New Directions
1781	Murder in Foggy Bottom (Capital Crimes  #17)	Margaret Truman	3.71	0449001962	9780449001967.0	en-US	368.0	688.0	1/29/2002	Fawcett
1782	The Road	Cormac McCarthy	3.97	0307265439	9780307265432.0	eng	241.0	606433.0	9/26/2006	Alfred A. Knopf
1783	The Road to Serfdom	Friedrich A. Hayek	4.18	0415253896	9780415253895.0	eng	272.0	258.0	3/9/2006	Routledge
1784	Road of the Patriarch (Forgotten Realms: The Sellswords  #3)	R.A. Salvatore	4.19	0786940751	9780786940752.0	eng	346.0	6274.0	12/20/2006	Wizards of the Coast
1785	Road Trip USA: Cross-Country Adventures on America's Two-Lane Highways	Jamie Jensen	3.96	1566917662	9781566917667.0	en-US	964.0	448.0	3/31/2006	Rick Steves
1786	Howl's Moving Castle (Howl's Moving Castle  #1)	Diana Wynne Jones	4.29	006441034X	9780064410342.0	eng	329.0	161582.0	8/1/2001	Harper Trophy
1787	Howl and Other Poems	Allen Ginsberg/William Carlos Williams	4.13	0872863107	9780872863101.0	eng	56.0	85143.0	1/1/2001	City Lights
1788	When Rabbit Howls	Truddi Chase/Robert A. Phillips	4.04	0425183319	9780425183311.0	eng	400.0	262.0	2/5/2002	Berkley
1789	The Art of Howl's Moving Castle	Hayao Miyazaki/Yuji Oniki/Joe Hisaishi	4.51	1421500493	9781421500492.0	eng	256.0	2874.0	7/1/2005	VIZ Media LLC
1790	Howl: Original Draft Facsimile  Transcript & Variant Versions  Fully Annotated by Author  with Contemporaneous Correspondence	Allen Ginsberg/Barry Miles	4.22	0061137456	9780061137457.0	eng	208.0	180.0	10/10/2006	Harper Perennial Modern Classics
1791	The Best of America's Test Kitchen 2007: The Year's Best Recipes  Equipment Reviews  and Tastings	America's Test Kitchen	4.35	1933615095	9781933615097.0	eng	312.0	193.0	9/1/2006	America's Test Kitchen
1792	Charlie and the Chocolate Factory (Charlie Bucket  #1)	Roald Dahl/Quentin Blake	4.13	0142403881	9780142403884.0	eng	176.0	558799.0	6/2/2005	Puffin Books
1793	Charlie and the Chocolate Factory: A Play	Richard R. George/Roald Dahl	4.33	0140311254	9780140311259.0	eng	89.0	2760.0	9/27/1979	Puffin Books
1794	Charlie and the Chocolate Factory (Abridged)	Roald Dahl	3.86	0142404209	9780142404201.0	en-US	40.0	12.0	6/2/2005	Puffin
1795	Collected Stories	Roald Dahl/Jeremy Treglown	4.39	0307264904	9780307264909.0	eng	850.0	346.0	10/17/2006	Alfred A. Knopf
1796	Roald Dahl Treasury	Roald Dahl	4.43	067003665X	9780670036653.0	eng	448.0	2143.0	9/15/2003	Viking Juvenile
1797	Dirty Beasts	Roald Dahl/Quentin Blake	4.01	0142302279	9780142302279.0	eng	32.0	4075.0	10/14/2002	Puffin Books
1798	Never Let Me Go	Kazuo Ishiguro	3.82	1400078776	9781400078776.0	eng	288.0	380646.0	8/31/2010	Vintage Books
1799	Never Let Me Go	Kazuo Ishiguro	3.82	0676977111	9780676977110.0	eng	288.0	1177.0	1/31/2006	Vintage Books
